image_name,tags
file_2119,clear primary 
test_11483,clear primary 
file_18431,cloudy
test_7504,primary haze partly_cloudy agriculture road 
test_21486,primary water cultivation partly_cloudy road 
file_10582,clear primary water cultivation habitation agriculture 
test_26149,clear primary water road 
file_8,clear primary water cultivation habitation agriculture 
test_19549,clear primary 
file_13496,clear primary 
test_30270,clear primary partly_cloudy 
test_8996,clear primary water cultivation artisinal_mine habitation road 
file_8532,clear primary habitation agriculture road 
file_18649,primary partly_cloudy 
test_20683,primary partly_cloudy 
file_12706,clear primary water haze cultivation agriculture road 
test_35865,clear primary 
file_8041,clear primary water cultivation agriculture 
test_14789,clear primary agriculture road 
test_27512,clear primary cultivation partly_cloudy agriculture road 
test_37671,primary partly_cloudy 
test_29719,clear primary 
test_7482,clear primary partly_cloudy 
test_8680,primary partly_cloudy road 
test_28580,primary haze partly_cloudy 
file_9798,clear primary 
test_11632,clear primary cultivation partly_cloudy agriculture 
file_8001,clear primary 
file_722,clear primary 
test_7105,clear primary cultivation agriculture 
test_10202,primary water partly_cloudy agriculture 
test_19983,clear primary water 
test_7809,clear primary water cultivation partly_cloudy agriculture 
test_24037,clear primary 
file_4309,clear primary cultivation partly_cloudy agriculture road 
test_26847,clear primary 
file_16268,clear primary water agriculture road 
test_8857,clear primary habitation bare_ground agriculture road 
test_11090,clear primary 
file_13890,clear primary cultivation agriculture 
file_17368,clear primary 
test_13695,clear primary 
file_4139,clear primary cultivation habitation agriculture road 
test_39360,clear primary cultivation partly_cloudy habitation agriculture road 
file_13933,clear primary 
test_19285,primary water partly_cloudy agriculture road 
test_4535,clear primary water 
test_33842,primary cloudy water haze agriculture road 
test_7578,clear primary 
test_40389,primary haze partly_cloudy 
test_39656,clear primary 
file_19643,clear primary water agriculture road 
test_14091,clear primary water haze 
test_15788,clear primary water 
file_6198,clear primary water 
file_9172,clear primary water cultivation habitation agriculture road 
test_12534,clear primary water cultivation agriculture 
test_2168,clear primary 
test_20043,clear primary habitation agriculture road 
test_1886,clear primary 
file_11682,clear primary agriculture road 
test_27951,clear primary 
test_23293,clear primary 
test_18835,clear primary partly_cloudy 
test_22171,clear primary habitation agriculture road 
test_34581,cloudy
test_23568,primary partly_cloudy 
test_36862,clear primary 
file_5827,clear primary 
test_9837,clear primary 
test_9525,clear primary cultivation habitation agriculture road 
test_21959,clear primary bare_ground agriculture road 
test_18054,primary water partly_cloudy agriculture road 
test_14243,cloudy
file_8758,cloudy
test_4208,clear primary 
test_28629,clear primary 
test_26716,clear primary cultivation agriculture road 
test_222,cloudy
test_13544,clear primary water 
test_35250,primary partly_cloudy 
test_19320,clear primary cultivation agriculture 
test_6432,cloudy
file_656,clear primary 
file_12408,clear primary water habitation agriculture road 
file_929,clear primary 
test_34766,clear primary habitation agriculture road 
file_6350,clear primary water habitation bare_ground agriculture road 
test_28644,clear primary agriculture road 
file_4249,cloudy
test_10572,clear primary 
test_29137,clear primary water cultivation agriculture 
test_1447,clear primary 
file_18537,clear primary cultivation agriculture 
test_32384,clear primary 
test_35236,clear primary haze 
test_29163,clear primary 
test_8598,clear primary 
test_22931,clear primary 
file_12261,clear primary 
file_19321,clear primary water agriculture 
test_25398,primary water partly_cloudy 
test_24185,clear primary habitation agriculture road 
test_27537,cloudy
test_28220,cloudy
test_4435,clear primary 
file_15749,clear primary cultivation habitation agriculture road 
test_15231,clear primary 
test_14393,clear primary cultivation agriculture 
test_28243,clear primary water cultivation agriculture 
test_33936,cloudy
test_33210,clear primary cultivation habitation agriculture road 
test_37783,clear primary 
test_11716,clear primary water cultivation agriculture road 
test_24809,clear primary cultivation agriculture road 
test_33876,primary partly_cloudy 
test_11151,clear primary 
test_26946,clear primary 
file_9702,clear primary agriculture road 
test_19505,clear primary 
test_9534,cloudy
test_10699,cloudy
test_4299,clear primary cultivation partly_cloudy agriculture 
test_18758,clear primary water cultivation habitation 
test_22773,clear primary cultivation habitation agriculture road 
test_38667,clear primary 
file_16203,clear primary 
file_4151,clear primary cultivation agriculture 
test_4129,primary cloudy haze 
test_22079,clear primary cultivation habitation agriculture road 
test_19431,primary partly_cloudy 
test_40263,primary cloudy partly_cloudy agriculture road 
file_6705,clear primary water artisinal_mine agriculture road 
test_2301,clear primary cultivation agriculture road 
test_20027,clear primary water agriculture road 
test_38471,clear primary cultivation habitation agriculture road 
test_29728,clear primary 
file_7349,clear primary 
test_29420,primary partly_cloudy agriculture road 
test_13022,clear primary 
file_2121,clear primary water agriculture 
file_2205,primary haze partly_cloudy agriculture road 
file_20371,primary partly_cloudy agriculture 
file_6353,cloudy
test_12771,clear primary partly_cloudy agriculture 
test_34093,clear primary water agriculture road 
file_3600,clear primary partly_cloudy 
test_4210,primary partly_cloudy 
test_25622,clear primary 
test_10667,clear primary water bare_ground agriculture road 
file_622,clear primary 
test_27500,cloudy
file_8962,primary partly_cloudy agriculture 
file_13574,clear primary haze habitation agriculture road 
test_12765,clear primary cultivation agriculture 
test_29346,clear primary partly_cloudy agriculture road 
file_8933,primary haze 
test_36205,clear primary 
test_30290,clear primary water 
file_10746,clear primary 
test_23743,clear primary 
test_18838,clear primary 
test_18394,cloudy
file_17984,clear primary 
test_17363,primary partly_cloudy 
test_20347,clear primary water agriculture road 
test_8327,clear primary water agriculture road 
test_17276,cloudy
test_27962,clear primary 
test_22621,clear primary water agriculture road 
file_11234,clear primary 
file_17954,cloudy
test_32273,clear primary cultivation agriculture road 
test_26040,clear primary 
test_9526,clear primary cultivation agriculture 
test_15752,primary water cultivation partly_cloudy habitation agriculture road 
test_31227,clear primary water haze habitation 
test_25261,clear primary 
file_5625,clear primary 
file_1716,clear primary 
test_25907,clear primary habitation agriculture road 
test_14117,cloudy
test_35188,clear primary cultivation partly_cloudy agriculture 
file_16827,clear primary cultivation agriculture road 
test_26427,clear primary 
test_32716,clear primary agriculture 
test_2349,clear primary 
test_31101,clear primary water agriculture 
file_8301,clear primary 
test_20339,primary cloudy haze 
file_19248,clear primary 
file_12229,clear primary habitation agriculture road 
test_25855,clear primary water bare_ground agriculture road 
file_9217,primary water haze partly_cloudy agriculture 
test_37349,clear primary water agriculture road 
test_692,primary haze 
test_22694,clear primary 
test_10903,clear primary cultivation agriculture road 
file_2266,clear primary agriculture 
file_16496,cloudy
test_18411,cloudy
file_3646,clear primary 
file_14794,cloudy
test_35728,primary partly_cloudy 
test_33190,clear primary water agriculture road 
test_5742,clear primary water habitation agriculture road 
file_5493,clear primary habitation agriculture road 
test_23849,primary partly_cloudy 
test_399,clear primary habitation agriculture road 
test_7399,clear primary 
test_25807,clear primary haze 
test_16134,clear primary 
file_1342,clear primary 
file_3143,clear primary 
test_38551,clear primary 
test_18251,clear primary 
test_11964,clear primary 
test_30984,clear primary 
test_12971,clear primary 
test_15638,primary haze 
test_22785,clear primary 
file_3248,clear primary cloudy water 
test_36869,clear primary 
file_8111,clear primary water agriculture road 
test_25783,clear primary water cultivation agriculture 
test_20200,clear primary 
test_38309,clear primary agriculture road 
test_11196,clear primary 
file_5557,clear primary water 
file_3098,clear primary habitation bare_ground agriculture road 
test_18351,clear primary 
file_19200,clear primary habitation agriculture road 
test_18746,primary partly_cloudy agriculture road 
test_11542,primary partly_cloudy 
test_19650,clear primary 
test_29052,clear primary 
file_845,clear primary partly_cloudy 
file_4682,clear primary water habitation agriculture road 
file_213,clear primary cultivation agriculture 
file_5072,cloudy
test_12576,clear primary 
test_5064,clear primary partly_cloudy 
file_9404,primary cloudy water haze agriculture 
test_13744,clear primary water cultivation habitation agriculture road 
file_9248,clear primary 
test_35908,clear primary cultivation agriculture road 
file_3664,clear primary 
test_3777,clear primary 
file_5148,clear primary 
test_7240,clear primary water cultivation habitation agriculture road 
test_38499,clear primary cultivation agriculture road 
test_29227,clear primary cultivation agriculture 
test_38386,primary partly_cloudy agriculture road 
test_38154,cloudy
test_4086,clear primary water 
test_9280,primary cloudy haze 
test_32566,clear primary 
file_14289,primary water partly_cloudy agriculture road 
test_29518,clear primary agriculture 
test_30231,clear primary water agriculture road 
file_6110,clear primary 
test_28815,clear primary 
test_33118,clear primary haze partly_cloudy agriculture road 
file_19703,primary partly_cloudy agriculture road 
test_29884,primary partly_cloudy 
test_21298,clear primary 
test_24723,clear primary water cultivation habitation agriculture road 
file_18316,primary haze 
file_73,clear primary cultivation 
file_7476,clear primary 
file_4792,clear primary 
test_8082,clear primary water cultivation agriculture 
test_923,clear primary water habitation agriculture road 
test_21796,clear primary habitation agriculture road 
test_29398,primary partly_cloudy 
test_32550,primary water partly_cloudy 
file_13079,clear primary partly_cloudy 
test_10461,clear primary 
file_10880,cloudy
file_6038,clear primary cultivation habitation agriculture road 
file_13899,clear primary water 
test_8324,clear primary cultivation agriculture 
file_2846,clear primary 
file_16732,clear primary habitation agriculture road 
test_12815,clear primary 
test_33758,primary haze 
file_1522,clear primary 
file_10074,primary partly_cloudy 
test_13775,clear primary water cultivation agriculture 
test_29854,clear primary bare_ground agriculture road 
file_6541,clear primary water cultivation habitation agriculture 
test_16644,primary haze 
test_19972,clear primary water cultivation agriculture road 
test_38975,clear primary 
test_23410,clear primary 
test_15316,primary partly_cloudy agriculture road 
file_148,primary water partly_cloudy agriculture road 
file_10666,primary partly_cloudy 
file_5207,clear primary 
file_2144,clear primary water agriculture road 
test_8651,clear primary water 
test_38923,clear primary 
file_1687,clear primary water 
file_9145,primary haze 
test_29552,clear primary 
file_3226,clear primary water agriculture road 
test_3040,clear primary agriculture road 
test_22331,primary partly_cloudy 
test_35358,clear primary 
file_14275,cloudy
test_13017,clear primary 
test_31240,clear primary 
test_33815,clear primary 
file_9110,clear primary water cultivation 
test_11541,clear primary 
file_14251,clear primary 
test_396,clear primary 
file_7249,clear primary water agriculture 
test_21817,clear primary 
test_18531,clear primary 
test_37551,clear primary 
test_28117,clear primary cultivation habitation agriculture road 
file_2404,clear primary cultivation agriculture 
file_8360,clear primary 
test_19416,clear primary 
test_34309,clear primary cultivation agriculture 
test_27596,clear primary cultivation partly_cloudy agriculture road 
file_12624,clear primary water habitation agriculture road 
file_10298,clear primary agriculture road 
test_39669,clear primary cultivation habitation agriculture road 
test_16097,clear primary cultivation agriculture 
test_39324,clear primary cultivation partly_cloudy agriculture 
test_22258,clear primary water agriculture road 
test_14176,clear primary bare_ground agriculture 
test_27947,clear primary 
test_26641,clear primary water bare_ground agriculture road 
file_6258,clear primary haze habitation agriculture road 
file_9885,clear primary 
file_1680,primary partly_cloudy 
file_7326,clear primary 
file_3480,primary cultivation partly_cloudy agriculture road 
test_34506,clear primary water bare_ground agriculture road 
file_13447,clear primary 
file_3891,clear primary 
test_763,clear primary water agriculture 
test_15955,clear primary agriculture road 
test_8590,clear primary water 
test_18274,clear primary 
file_5724,primary haze 
test_9916,primary partly_cloudy 
test_24389,clear primary 
test_37071,clear primary agriculture road 
test_20962,primary partly_cloudy 
test_16056,clear primary agriculture road 
test_5776,clear primary cultivation agriculture 
test_21815,primary water haze agriculture road 
test_36873,clear primary water agriculture road 
test_27223,clear primary water 
test_14759,cloudy
test_31425,clear primary cultivation partly_cloudy agriculture 
file_12391,clear primary water agriculture 
test_7855,clear primary 
test_32884,primary water haze agriculture road 
file_8763,clear primary cultivation agriculture 
file_18539,clear primary 
file_10757,primary partly_cloudy agriculture 
file_13077,primary water partly_cloudy agriculture 
file_1143,primary cultivation partly_cloudy agriculture road 
test_36097,clear primary partly_cloudy 
file_801,clear primary habitation bare_ground agriculture road 
test_4983,clear primary cultivation habitation agriculture road 
test_9706,clear primary 
test_40621,clear primary road 
test_16997,clear primary 
test_5377,clear primary water agriculture 
test_11757,clear primary water cultivation agriculture 
test_32955,primary water partly_cloudy agriculture road 
test_16136,clear primary 
test_1421,clear primary 
test_29479,clear primary cultivation 
file_17401,clear primary water habitation agriculture road selective_logging 
test_37868,clear primary 
file_19577,primary cloudy haze 
file_13072,clear primary habitation agriculture road 
file_7878,clear primary water agriculture road 
test_30852,clear primary 
file_16085,clear primary 
test_19266,clear primary cultivation agriculture road 
file_18,cloudy
file_15398,clear primary water cultivation habitation agriculture road 
test_4732,cloudy
file_19207,clear primary cultivation agriculture road 
file_18204,clear primary partly_cloudy habitation agriculture road 
test_26633,clear primary water habitation agriculture road 
test_2222,cloudy
test_12611,clear primary cultivation agriculture 
test_38947,clear primary cultivation partly_cloudy habitation agriculture 
test_16118,primary water partly_cloudy agriculture 
test_40547,clear primary water road 
file_3657,clear primary 
file_19754,cloudy
test_28954,primary cultivation partly_cloudy agriculture road 
test_8030,clear primary 
file_19358,primary partly_cloudy agriculture 
test_2522,clear primary 
file_5336,clear primary haze 
test_23482,primary cultivation partly_cloudy habitation agriculture road 
file_4956,clear primary 
test_11892,clear primary cultivation agriculture 
test_25145,clear primary cultivation habitation agriculture road 
test_4130,clear primary agriculture road 
test_5181,clear primary 
test_32967,clear primary 
test_27447,clear primary 
test_15786,clear primary 
test_22696,cloudy
test_20093,clear primary water haze agriculture 
test_38663,clear primary 
test_38135,clear primary haze 
test_10603,clear primary 
file_6743,cloudy
test_24364,clear primary 
file_15312,clear primary water cultivation habitation agriculture road 
test_23527,clear primary 
file_10956,primary partly_cloudy 
test_19525,clear primary cultivation habitation agriculture road 
file_5053,clear primary water road selective_logging 
test_4011,clear primary 
file_7638,clear primary cultivation agriculture 
test_23246,clear primary partly_cloudy agriculture 
file_2051,clear primary 
test_18517,clear primary 
test_39460,cloudy
test_38718,clear primary 
test_28293,clear primary 
test_955,clear primary water agriculture road 
file_17375,clear primary cloudy water 
test_30481,clear primary 
test_36647,clear primary 
file_1328,primary partly_cloudy 
file_18362,clear primary haze habitation agriculture road 
file_3170,clear primary haze partly_cloudy habitation agriculture road 
test_19508,clear primary 
test_5145,clear primary water haze agriculture road 
test_4175,clear primary 
test_23572,clear primary cultivation agriculture 
test_36506,cloudy
file_2308,primary water haze partly_cloudy agriculture road 
test_34358,primary cloudy partly_cloudy 
test_30806,primary partly_cloudy 
test_14398,clear primary water cultivation artisinal_mine habitation agriculture road 
test_17501,clear primary 
file_18629,clear primary water agriculture road 
test_6958,clear primary agriculture road 
test_14529,clear primary water habitation agriculture road 
test_35808,clear primary water haze partly_cloudy agriculture 
test_26953,clear primary cultivation agriculture road 
test_34543,clear primary water agriculture road 
test_11418,clear primary 
test_26297,clear primary partly_cloudy agriculture 
test_7313,cloudy
test_28037,clear primary 
test_30165,clear primary 
test_736,clear primary water agriculture road 
test_10386,clear primary 
file_9632,clear primary water agriculture road 
file_19316,clear primary water partly_cloudy agriculture road 
test_30447,clear primary 
file_6235,clear primary water 
test_1775,clear primary 
file_18884,clear primary water habitation agriculture road 
file_12020,clear primary agriculture 
test_4243,primary cultivation partly_cloudy agriculture road 
file_3499,clear primary haze 
file_12364,clear primary cultivation habitation agriculture road 
test_11853,clear primary 
file_3820,primary haze 
test_4803,primary water partly_cloudy agriculture road 
test_36953,clear primary cultivation agriculture road 
test_24514,clear primary 
test_2832,clear primary water habitation agriculture road 
file_15510,clear primary 
test_25201,clear primary 
file_13528,clear primary water 
test_32420,clear primary cultivation habitation agriculture road 
file_9355,clear primary habitation agriculture road 
file_3158,clear primary 
test_38106,primary water haze agriculture 
test_35289,primary water partly_cloudy 
file_13998,clear primary 
file_13400,clear primary cultivation agriculture road 
test_24452,clear primary 
test_39828,clear primary partly_cloudy road 
test_6631,primary partly_cloudy 
test_30766,cloudy
test_22897,clear primary water 
test_27171,clear primary 
test_33147,clear primary 
file_3399,clear primary 
test_16776,clear primary haze 
file_15848,primary partly_cloudy 
file_10040,clear primary water road 
file_17133,primary haze 
test_37850,clear primary 
file_15831,cloudy
test_16745,clear primary cultivation agriculture road 
file_6368,clear primary cultivation agriculture 
test_18456,clear primary water cultivation habitation agriculture road 
test_33959,clear primary habitation road 
file_18563,clear primary water cultivation agriculture 
test_10290,clear primary 
test_37168,primary haze 
test_38004,primary partly_cloudy agriculture road 
test_22353,clear primary 
test_2684,clear primary 
test_13814,primary water partly_cloudy agriculture road 
file_8836,primary haze 
file_5507,cloudy
file_17548,clear primary partly_cloudy agriculture 
test_40248,clear primary water 
test_35757,primary haze 
test_40179,clear primary 
test_5807,clear primary water cultivation agriculture 
test_23977,clear primary water cultivation agriculture 
test_13287,primary haze 
file_2043,primary haze partly_cloudy 
test_5471,clear primary water artisinal_mine habitation bare_ground agriculture road 
test_15288,clear primary water haze agriculture road 
file_10079,clear primary habitation road 
test_19070,clear primary 
test_36272,clear primary 
test_11887,clear primary cultivation agriculture road 
test_26254,clear primary 
test_31706,clear primary water artisinal_mine habitation bare_ground road 
file_14480,clear primary 
test_14964,clear primary water haze partly_cloudy agriculture road 
file_15459,clear primary 
file_994,primary partly_cloudy 
test_16430,clear primary 
file_18790,clear primary 
test_34465,clear primary cultivation habitation agriculture 
test_38276,clear primary 
file_3511,clear primary water partly_cloudy agriculture 
file_211,clear primary habitation agriculture road 
file_11164,primary partly_cloudy 
test_19007,clear primary 
file_5622,clear primary 
test_39041,clear primary 
test_29591,clear primary water cultivation agriculture 
test_17002,primary partly_cloudy 
test_13323,clear primary 
test_33193,clear primary 
file_4736,clear primary water 
file_5386,primary partly_cloudy 
file_14932,clear primary water habitation agriculture road 
file_9529,cloudy
file_10444,clear primary 
test_8355,clear primary 
test_26522,primary partly_cloudy 
test_38756,clear primary 
test_9681,clear primary cloudy water haze 
test_11871,clear primary 
file_20466,clear primary haze 
file_17985,clear primary partly_cloudy 
test_12476,clear primary agriculture road 
test_22459,cloudy
test_18895,clear primary 
test_14034,clear primary haze 
test_9931,primary haze 
file_9350,primary partly_cloudy 
test_13465,clear primary water partly_cloudy bare_ground agriculture road 
test_12241,clear primary water cultivation habitation agriculture road 
test_11563,cloudy
file_11690,clear primary water partly_cloudy agriculture road 
file_7374,clear primary 
test_40615,primary partly_cloudy 
test_21301,clear primary 
test_24161,clear primary water haze agriculture 
test_32216,primary partly_cloudy 
file_13035,clear primary water 
file_17007,primary water haze agriculture road 
test_26102,primary partly_cloudy 
file_4866,clear primary water 
test_13411,clear primary 
test_5015,primary partly_cloudy agriculture road 
test_36274,clear primary water 
test_17599,primary partly_cloudy 
file_11295,clear primary partly_cloudy habitation agriculture road 
test_37931,clear primary water cultivation habitation agriculture road 
test_11858,clear primary 
test_29243,clear primary 
test_12141,clear primary haze cultivation agriculture road 
test_7396,clear primary water agriculture 
test_1368,clear primary water artisinal_mine habitation agriculture road 
test_11936,clear primary 
file_9985,clear primary 
test_4859,clear primary cultivation partly_cloudy agriculture 
test_17138,clear primary 
test_29644,clear primary cultivation partly_cloudy agriculture 
test_578,clear primary haze 
file_5469,clear primary water 
file_3468,clear primary 
test_17790,primary partly_cloudy 
test_40663,clear primary cloudy water 
test_8300,clear primary 
test_37605,clear primary partly_cloudy habitation agriculture road 
test_29305,clear primary 
file_18691,clear primary 
test_6037,cloudy
file_19615,clear primary water agriculture road 
file_20378,clear primary haze cultivation agriculture road 
test_20525,clear primary water cultivation habitation agriculture 
file_1797,clear primary cultivation agriculture 
file_16852,primary partly_cloudy agriculture road 
test_30097,clear primary 
file_335,primary partly_cloudy 
test_29892,clear primary 
file_3998,clear primary water agriculture road 
test_27816,clear primary 
test_35214,clear primary cultivation agriculture 
file_18707,primary water cultivation partly_cloudy habitation agriculture road 
test_22712,primary haze 
file_20153,primary partly_cloudy 
test_38092,cloudy
test_39529,clear primary 
file_11542,clear primary cultivation partly_cloudy habitation agriculture road 
file_18189,primary water haze agriculture 
file_13792,clear primary water partly_cloudy agriculture 
test_19857,clear primary cultivation agriculture 
test_29559,clear primary water haze agriculture road 
test_3009,clear primary water habitation agriculture road 
file_1973,clear primary habitation agriculture road 
test_33140,clear primary 
test_14281,clear primary 
file_15035,clear primary 
test_39972,clear primary 
test_10882,primary partly_cloudy 
test_40057,clear primary 
file_18328,clear primary 
file_896,clear primary water haze partly_cloudy agriculture 
file_6779,primary partly_cloudy agriculture road 
file_9700,clear primary 
test_29399,clear primary cultivation habitation agriculture road 
test_35575,primary cloudy water haze 
test_33777,clear primary haze 
test_7146,clear primary cultivation habitation agriculture 
test_510,clear primary water artisinal_mine habitation bare_ground road 
test_37531,clear primary agriculture 
file_605,clear primary 
file_2818,cloudy
test_29004,clear primary 
test_2858,clear primary 
file_577,clear primary water agriculture road 
file_133,clear primary water partly_cloudy agriculture road 
test_24436,clear primary 
test_5347,primary partly_cloudy 
test_40031,clear primary 
test_39620,clear primary water partly_cloudy agriculture road 
file_9026,clear primary 
file_17032,clear primary water habitation agriculture road 
file_10881,clear primary cultivation agriculture 
test_25534,clear primary water 
file_7362,clear primary 
file_6209,primary water partly_cloudy agriculture 
file_4020,cloudy
test_17573,clear primary 
file_19562,clear primary habitation agriculture road 
file_3638,clear primary water agriculture road 
test_25678,clear primary water agriculture 
test_24169,clear primary haze 
test_1608,clear primary 
test_31074,primary haze partly_cloudy 
file_13201,clear primary cultivation agriculture 
test_19664,clear primary partly_cloudy 
test_32405,clear primary water agriculture 
file_710,clear primary water agriculture 
file_2511,clear primary water partly_cloudy agriculture 
file_10483,clear primary 
file_19664,clear primary 
file_5597,primary partly_cloudy 
test_37584,clear primary 
test_24013,clear primary 
test_37891,clear primary water cultivation agriculture 
test_14591,primary cloudy haze 
test_19807,primary haze 
test_25485,clear primary 
test_26880,primary partly_cloudy 
test_37525,clear primary cultivation habitation agriculture road 
file_1841,primary cultivation partly_cloudy 
test_5383,clear primary water agriculture road 
test_8259,clear primary 
file_16554,clear primary cultivation agriculture road 
test_6855,clear primary water cultivation 
test_38194,clear primary 
test_22015,clear primary 
file_662,clear primary 
test_37664,clear primary 
file_17397,clear primary 
test_20428,primary partly_cloudy 
test_25288,primary partly_cloudy agriculture road 
test_19897,clear primary cultivation agriculture road 
test_32175,clear primary cultivation partly_cloudy agriculture 
test_16354,clear primary cultivation agriculture 
test_38335,clear primary water haze road 
file_10795,clear primary 
file_4111,clear primary bare_ground agriculture road 
test_5983,clear primary water agriculture road 
test_27130,primary partly_cloudy agriculture 
test_6786,clear primary 
test_29596,clear primary cultivation habitation agriculture road 
test_36949,clear primary water road 
test_26657,clear primary haze 
file_16461,primary partly_cloudy 
test_37260,clear primary 
test_11825,clear primary 
test_35488,primary partly_cloudy agriculture road 
test_8410,clear primary water 
file_6956,cloudy
test_32115,clear primary water 
test_39501,clear primary 
test_16411,primary partly_cloudy agriculture 
test_9355,clear primary water agriculture 
file_14128,primary partly_cloudy 
test_1877,clear primary cultivation agriculture 
test_31474,primary cloudy haze 
test_39850,primary partly_cloudy 
file_1664,clear primary water cultivation agriculture 
file_9938,clear primary cultivation agriculture 
file_15915,clear primary 
file_20102,clear primary water cultivation habitation 
test_33757,cloudy
test_24428,primary cloudy haze 
test_36334,clear primary 
test_23059,clear primary cultivation partly_cloudy agriculture road 
file_19867,clear primary cultivation agriculture 
file_20398,clear primary habitation agriculture road 
test_31104,clear primary cultivation agriculture 
test_12655,clear primary 
test_31180,clear primary cultivation partly_cloudy agriculture 
test_28610,clear primary 
test_10559,primary haze 
test_2702,primary haze 
test_25576,clear primary 
test_14151,clear primary 
file_17077,clear primary 
test_23698,clear primary 
test_5670,primary partly_cloudy 
file_11202,clear primary habitation agriculture road 
test_1693,clear primary 
file_11672,clear primary cultivation habitation agriculture road 
test_15276,clear primary 
test_19684,clear primary 
test_12533,primary cloudy partly_cloudy 
test_9544,primary cloudy partly_cloudy 
file_9776,clear primary water artisinal_mine habitation agriculture 
file_4879,clear primary 
test_22060,clear primary 
test_35811,clear primary 
file_13970,clear primary 
file_13831,cloudy
test_7173,primary partly_cloudy 
test_6730,primary partly_cloudy 
test_22451,cloudy
test_24684,clear primary cultivation habitation agriculture road 
test_8275,clear primary 
test_1571,cloudy
test_38808,clear primary partly_cloudy 
test_38980,clear primary 
test_26858,clear primary 
test_26326,clear primary partly_cloudy 
file_18746,clear primary 
test_9126,primary partly_cloudy 
test_8134,clear primary water cultivation habitation agriculture road 
test_4753,clear primary 
test_19483,clear primary water road 
file_332,clear primary water cultivation partly_cloudy agriculture road 
test_13143,primary partly_cloudy 
file_17169,clear primary 
test_8681,clear primary cultivation agriculture road 
file_12320,clear primary 
test_35770,clear primary water cultivation habitation agriculture road 
file_42,clear primary water partly_cloudy habitation agriculture road 
test_25354,clear primary water bare_ground agriculture road 
test_10427,clear primary 
file_2800,clear primary agriculture 
test_3060,clear primary 
test_17372,clear primary water haze agriculture road 
test_40594,clear primary water cultivation agriculture 
test_39847,clear primary water 
file_15518,clear primary water habitation road 
test_4154,clear primary cultivation agriculture road 
test_8602,clear primary cultivation agriculture 
test_10684,clear primary 
test_31600,clear primary 
file_13964,primary partly_cloudy agriculture 
test_32669,primary cloudy partly_cloudy 
test_32708,clear primary partly_cloudy 
test_7063,clear primary water cultivation habitation agriculture 
test_277,clear primary haze agriculture 
test_23630,clear primary cultivation 
test_17565,clear primary water cultivation habitation agriculture road 
file_12537,clear primary cultivation agriculture road 
file_9915,clear primary 
test_18142,clear primary cultivation partly_cloudy habitation agriculture road 
test_39861,clear primary 
test_7372,clear primary cultivation agriculture 
test_28989,clear primary cultivation agriculture 
test_36087,clear primary water road 
test_37587,clear primary water habitation agriculture road 
test_7862,clear primary 
test_33825,clear primary agriculture 
test_24980,clear primary cultivation habitation bare_ground agriculture road 
file_11514,primary partly_cloudy 
test_25923,primary partly_cloudy agriculture 
test_31134,primary water partly_cloudy agriculture road 
test_4846,clear primary cultivation agriculture 
test_23141,clear primary 
test_38153,clear primary 
file_20184,clear primary cultivation habitation agriculture road 
test_25228,clear primary partly_cloudy 
file_8711,primary haze 
test_21919,clear primary 
file_1208,clear primary 
file_19605,clear primary cultivation agriculture 
file_10102,clear primary habitation agriculture road 
test_38124,primary partly_cloudy 
test_5147,clear primary 
test_30388,clear primary habitation agriculture road 
test_12396,clear primary 
file_10271,clear primary water habitation agriculture road 
file_3355,clear primary water agriculture road 
test_19407,clear primary cultivation habitation agriculture road 
file_2265,cloudy
test_35404,clear primary 
test_29140,clear primary agriculture road 
test_19142,clear primary water agriculture road 
file_3948,clear primary 
test_30048,clear primary 
test_17091,clear primary water 
test_19637,clear primary 
test_1025,clear primary water road 
file_3620,clear primary water agriculture 
test_1381,clear primary agriculture 
test_6665,clear primary agriculture 
test_11000,primary water partly_cloudy agriculture road 
test_7082,clear primary bare_ground agriculture road 
test_16160,clear primary 
test_23387,clear primary cultivation agriculture 
test_21123,primary water partly_cloudy agriculture road 
file_12270,clear primary water cultivation habitation agriculture road 
file_14558,primary partly_cloudy 
test_23957,primary haze 
test_38292,clear primary cultivation agriculture road 
test_24657,primary water partly_cloudy 
file_17060,clear primary 
test_36492,primary haze 
test_2006,clear primary cultivation agriculture 
file_4751,primary water partly_cloudy 
test_20914,clear primary 
file_6817,clear primary 
file_13105,clear primary water road 
test_29228,clear primary 
test_30079,clear primary water agriculture road 
test_26429,clear primary 
test_15107,clear primary 
test_31177,clear primary water partly_cloudy agriculture 
test_8630,clear primary 
test_17535,primary haze 
test_30337,primary partly_cloudy 
test_33637,clear primary cultivation agriculture 
test_9863,clear primary partly_cloudy 
test_32873,primary partly_cloudy 
file_20100,primary water partly_cloudy road 
file_14594,clear primary water haze agriculture road 
test_8712,cloudy
file_8595,clear primary 
test_34615,primary partly_cloudy agriculture 
file_15818,clear primary habitation bare_ground agriculture road 
test_20858,clear primary 
file_18301,clear primary 
test_14544,clear primary water agriculture 
test_29613,clear primary 
file_9470,clear primary 
test_5585,clear primary 
file_4255,clear primary cultivation agriculture road 
file_4347,clear primary 
test_11228,clear primary 
test_32908,clear primary cultivation agriculture 
test_15537,cloudy
file_5359,primary partly_cloudy 
test_34564,clear primary water agriculture 
file_13963,clear primary habitation agriculture road 
test_5520,clear primary water cultivation agriculture 
test_37656,clear primary 
test_9081,clear primary 
file_14048,clear primary 
